resolution,width=256,height=192
0&0,8.5078125
1&0,8.7578125
2&0,8.7421875
3&0,8.78125
4&0,8.765625
5&0,8.7890625
6&0,8.8125
7&0,8.8203125
8&0,8.859375
9&0,8.8984375
10&0,8.921875
11&0,8.953125
12&0,8.9453125
13&0,8.9453125
14&0,8.953125
15&0,8.9609375
16&0,8.9609375
17&0,8.953125
18&0,8.953125
19&0,8.953125
20&0,8.9609375
21&0,8.9765625
22&0,8.9765625
23&0,8.9609375
24&0,8.9453125
25&0,8.921875
26&0,8.84375
27&0,8.6171875
28&0,8.1875
29&0,5.4648438
30&0,1.2558594
31&0,1.1738281
32&0,1.1904297
33&0,1.1630859
34&0,1.1357422
35&0,1.1162109
36&0,1.1083984
37&0,1.0996094
38&0,1.0869141
39&0,1.0732422
40&0,1.0605469
41&0,1.0507812
42&0,1.0429688
43&0,1.0390625
44&0,1.0380859
45&0,1.0380859
46&0,1.0361328
47&0,1.0351562
48&0,1.0341797
49&0,1.0351562
50&0,1.0361328
51&0,1.0371094
52&0,1.0351562
53&0,1.0351562
54&0,1.0263672
55&0,0.9921875
56&0,0.93115234
57&0,0.6640625
58&0,0.54541016
59&0,0.52978516
60&0,0.5566406
61&0,0.56152344
62&0,0.5800781
63&0,0.55126953
64&0,0.4892578
65&0,0.46069336
66&0,0.43969727
67&0,0.42260742
68&0,0.4128418
69&0,0.4111328
70&0,0.41186523
71&0,0.4091797
72&0,0.40478516
73&0,0.39916992
74&0,0.39233398
75&0,0.3881836
76&0,0.3864746
77&0,0.38500977
78&0,0.38305664
79&0,0.38110352
80&0,0.37817383
81&0,0.375
82&0,0.37109375
83&0,0.3671875
84&0,0.36450195
85&0,0.3623047
86&0,0.3605957
87&0,0.359375
88&0,0.35888672
89&0,0.35913086
90&0,0.36010742
91&0,0.35986328
92&0,0.35913086
93&0,0.35839844
94&0,0.35864258
95&0,0.35864258
96&0,0.359375
97&0,0.35913086
98&0,0.35839844
99&0,0.3569336
100&0,0.35620117
101&0,0.35473633
102&0,0.35327148
103&0,0.35205078
104&0,0.35083008
105&0,0.35083008
106&0,0.35131836
107&0,0.35229492
108&0,0.35424805
109&0,0.3557129
110&0,0.3569336
111&0,0.3581543
112&0,0.35888672
113&0,0.359375
114&0,0.35986328
115&0,0.35961914
116&0,0.359375
117&0,0.35888672
118&0,0.35839844
119&0,0.35839844
120&0,0.35766602
121&0,0.3569336
122&0,0.3552246
123&0,0.35351562
124&0,0.35205078
125&0,0.35083008
126&0,0.34936523
127&0,0.3479004
128&0,0.34643555
129&0,0.34448242
130&0,0.34399414
131&0,0.34204102
132&0,0.33862305
133&0,0.3334961
134&0,0.32836914
135&0,0.32373047
136&0,0.3190918
137&0,0.31396484
138&0,0.3076172
139&0,0.30249023
140&0,0.3010254
141&0,0.29907227
142&0,0.296875
143&0,0.29663086
144&0,0.29541016
145&0,0.29345703
146&0,0.29223633
147&0,0.29174805
148&0,0.29101562
149&0,0.28930664
150&0,0.2866211
151&0,0.28320312
152&0,0.28051758
153&0,0.27807617
154&0,0.27514648
155&0,0.27294922
156&0,0.27075195
157&0,0.26904297
158&0,0.26733398
159&0,0.265625
160&0,0.26391602
161&0,0.26123047
162&0,0.26000977
163&0,0.2578125
164&0,0.25561523
165&0,0.2529297
166&0,0.25073242
167&0,0.2479248
168&0,0.24584961
169&0,0.24353027
170&0,0.24157715
171&0,0.2397461
172&0,0.23791504
173&0,0.23620605
174&0,0.23474121
175&0,0.23327637
176&0,0.2319336
177&0,0.23095703
178&0,0.22961426
179&0,0.22827148
180&0,0.22705078
181&0,0.22570801
182&0,0.22424316
183&0,0.2232666
184&0,0.2220459
185&0,0.2208252
186&0,0.21911621
187&0,0.21838379
188&0,0.21728516
189&0,0.21618652
190&0,0.21533203
191&0,0.21435547
192&0,0.21350098
193&0,0.21240234
194&0,0.21130371
195&0,0.21020508
196&0,0.20898438
197&0,0.20739746
198&0,0.20629883
199&0,0.20544434
200&0,0.20483398
201&0,0.20397949
202&0,0.20336914
203&0,0.20227051
204&0,0.2019043
205&0,0.2010498
206&0,0.20056152
207&0,0.19995117
208&0,0.19946289
209&0,0.19848633
210&0,0.19787598
211&0,0.19702148
212&0,0.19628906
213&0,0.19567871
214&0,0.19494629
215&0,0.19396973
216&0,0.19360352
217&0,0.19299316
218&0,0.19262695
219&0,0.19226074
220&0,0.19189453
221&0,0.19177246
222&0,0.19140625
223&0,0.19104004
224&0,0.19067383
225&0,0.19067383
226&0,0.19091797
227&0,0.19030762
228&0,0.19018555
229&0,0.1895752
230&0,0.18920898
231&0,0.18908691
232&0,0.18981934
233&0,0.18981934
234&0,0.18835449
235&0,0.18774414
236&0,0.1875
237&0,0.18603516
238&0,0.18615723
239&0,0.18518066
240&0,0.18444824
241&0,0.18469238
242&0,0.18493652
243&0,0.1854248
244&0,0.1854248
245&0,0.18395996
246&0,0.1809082
247&0,0.17822266
248&0,0.17529297
249&0,0.17199707
250&0,0.1685791
251&0,0.16491699
252&0,0.16418457
253&0,0.15856934
254&0,0.15795898
255&0,0.18322754
0&1,8.78125
1&1,8.640625
2&1,8.7734375
3&1,8.765625
4&1,8.7578125
5&1,8.7734375
6&1,8.78125
7&1,8.796875
8&1,8.828125
9&1,8.8671875
10&1,8.8984375
11&1,8.8984375
12&1,8.90625
13&1,8.9140625
14&1,8.921875
15&1,8.9296875
16&1,8.9296875
17&1,8.921875
18&1,8.921875
19&1,8.9375
20&1,8.9765625
